coordinates,publication,filename,authorName,archiveType,variableType,description,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits,rank
"[97.4833, -74.083, 3499]",Temp12k1_0_1,Komosomolskaia.Ciais.1992.lpd,J R Petit,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[97.4833, -74.083, 3499]",Temp12k1_0_1,Komosomolskaia.Ciais.1992.lpd,J Jouzel,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[97.4833, -74.083, 3499]",Temp12k1_0_1,Komosomolskaia.Ciais.1992.lpd,C Lorius,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[97.4833, -74.083, 3499]",Temp12k1_0_1,Komosomolskaia.Ciais.1992.lpd,N I Barkov,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[97.4833, -74.083, 3499]",Temp12k1_0_1,Komosomolskaia.Ciais.1992.lpd,V Lipenkov,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[97.4833, -74.083, 3499]",Temp12k1_0_1,Komosomolskaia.Ciais.1992.lpd,V Nicola  Ev,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Hodaka Kawahata,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Hisashi Yamamoto,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Ken'Ichi Ohkushi,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Yusuke Yokoyama,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Katsunori Kimoto,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Hideki Ohshima,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[140.7667, 41, -61]",Temp12k1_0_1,KT05_7_PC_02.Kawahata.2009.lpd,Hiroyuki Matsuzaki,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,William Hardy,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,Fabienne Marret,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,Aur̩Lie Penaud,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,Priscilla Le M̩Zo,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,Laurence Droz,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,Tania Marsset,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[11.23, -5.7, -816]",Temp12k1_0_1,KZAI_01.Hardy.2018.lpd,Masa Kageyama,MarineSediment,inferred,SST_Annual,NA,Sea Surface,Temperature,degC,1
"[-120.1833, 49.05, 2050]",Temp12k1_0_1,LakeoftheWoods.Palmer.2002.lpd,Samantha Palmer,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-120.1833, 49.05, 2050]",Temp12k1_0_1,LakeoftheWoods.Palmer.2002.lpd,Ian Walker,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-120.1833, 49.05, 2050]",Temp12k1_0_1,LakeoftheWoods.Palmer.2002.lpd,Markus Heinrichs,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-120.1833, 49.05, 2050]",Temp12k1_0_1,LakeoftheWoods.Palmer.2002.lpd,Richard Hebda,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-120.1833, 49.05, 2050]",Temp12k1_0_1,LakeoftheWoods.Palmer.2002.lpd,Geoffrey Scudder,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,M.A.G. Pivel,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,A.C.A. Santarosa,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,F.A.L. Toledo,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,K.B. Costa,MarineSediment,inferred,SST_1_12_degC,NA,Sea Surface,Temperature,degC,1
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,M.A.G. Pivel,MarineSediment,inferred,SST_1_12_std_dev_plus_minus,NA,NA,uncertainty.temperature,degC,NA
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,A.C.A. Santarosa,MarineSediment,inferred,SST_1_12_std_dev_plus_minus,NA,NA,uncertainty.temperature,degC,NA
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,F.A.L. Toledo,MarineSediment,inferred,SST_1_12_std_dev_plus_minus,NA,NA,uncertainty.temperature,degC,NA
"[-45.2, -25.84, -827]",Temp12k1_0_1,LaPAS_KF02.Pivel.2013.lpd,K.B. Costa,MarineSediment,inferred,SST_1_12_std_dev_plus_minus,NA,NA,uncertainty.temperature,degC,NA
"[-135.4, 59.2, 230]",Temp12k1_0_1,Lily.Cwynar.1990.lpd,Les C. Cwynar,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-61.2437, 12.0897, -1299]",Temp12k1_0_1,M35003_4.R_hlemann.1999.lpd,Carsten R _Hlemann,MarineSediment,inferred,sst_uk37,NA,Na,Temperature,degC,1
"[-61.2437, 12.0897, -1299]",Temp12k1_0_1,M35003_4.R_hlemann.1999.lpd,Stefan Mulitza,MarineSediment,inferred,sst_uk37,NA,Na,Temperature,degC,1
"[-61.2437, 12.0897, -1299]",Temp12k1_0_1,M35003_4.R_hlemann.1999.lpd,Peter J. M _Ller,MarineSediment,inferred,sst_uk37,NA,Na,Temperature,degC,1
"[-61.2437, 12.0897, -1299]",Temp12k1_0_1,M35003_4.R_hlemann.1999.lpd,Gerold Wefer,MarineSediment,inferred,sst_uk37,NA,Na,Temperature,degC,1
"[-61.2437, 12.0897, -1299]",Temp12k1_0_1,M35003_4.R_hlemann.1999.lpd,Rainer Zahn,MarineSediment,inferred,sst_uk37,NA,Na,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Yiming V. Wang,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Guillaume Leduc,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Marcus Regenberg,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Nils Andersen,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Thomas Larsen,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Thomas Blanz,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[37.8685, -18.2412, -1339]",Temp12k1_0_1,M75_3_137_3.Wang.2013.lpd,Ralph R. Schneider,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[-81.1247, -3.7498, -355]",Temp12k1_0_1,M77_2_056_5.Neurnberg.2015.lpd,Dirk Nuernberg,MarineSediment,inferred,SST_degC,NA,Sea Surface,Temperature,degC,1
"[-81.1247, -3.7498, -355]",Temp12k1_0_1,M77_2_056_5.Neurnberg.2015.lpd,Dirk Nuernberg,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Dirk N _Rnberg,MarineSediment,inferred,SST_degC_Calculated_from_Mg_Ca_ratios,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Tebke B̦Schen,MarineSediment,inferred,SST_degC_Calculated_from_Mg_Ca_ratios,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Kristin Doering,MarineSediment,inferred,SST_degC_Calculated_from_Mg_Ca_ratios,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Elfi Mollier-Vogel,MarineSediment,inferred,SST_degC_Calculated_from_Mg_Ca_ratios,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Jacek Raddatz,MarineSediment,inferred,SST_degC_Calculated_from_Mg_Ca_ratios,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Ralph Schneider,MarineSediment,inferred,SST_degC_Calculated_from_Mg_Ca_ratios,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Dirk N _Rnberg,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Tebke B̦Schen,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Kristin Doering,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Elfi Mollier-Vogel,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Jacek Raddatz,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Ralph Schneider,MarineSediment,inferred,SubT_degC,NA,Na,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Dirk N _Rnberg,MarineSediment,inferred,SST_degC_Calculated_from_UK'37_Prahl,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Tebke B̦Schen,MarineSediment,inferred,SST_degC_Calculated_from_UK'37_Prahl,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Kristin Doering,MarineSediment,inferred,SST_degC_Calculated_from_UK'37_Prahl,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Elfi Mollier-Vogel,MarineSediment,inferred,SST_degC_Calculated_from_UK'37_Prahl,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Jacek Raddatz,MarineSediment,inferred,SST_degC_Calculated_from_UK'37_Prahl,NA,Sea Surface,Temperature,degC,1
"[-81.3205, -3.9502, -997]",Temp12k1_0_1,M77_2_059_1.N_rnberg.2015.lpd,Ralph Schneider,MarineSediment,inferred,SST_degC_Calculated_from_UK'37_Prahl,NA,Sea Surface,Temperature,degC,1
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Martijn Woltering,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Pia Atahan,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Henk Heijnis,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kathryn Taffs,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,John Dodson,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Martijn Woltering,LakeSediment,inferred,NA,NA,NA,ageError,yr,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Pia Atahan,LakeSediment,inferred,NA,NA,NA,ageError,yr,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,NA,ageError,yr,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Henk Heijnis,LakeSediment,inferred,NA,NA,NA,ageError,yr,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kathryn Taffs,LakeSediment,inferred,NA,NA,NA,ageError,yr,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,John Dodson,LakeSediment,inferred,NA,NA,NA,ageError,yr,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Martijn Woltering,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,a
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Pia Atahan,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,a
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,a
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Henk Heijnis,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,a
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kathryn Taffs,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,a
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,John Dodson,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,a
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Martijn Woltering,LakeSediment,inferred,NA,NA,NA,uncertaintyHigh,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Pia Atahan,LakeSediment,inferred,NA,NA,NA,uncertaintyHigh,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,NA,uncertaintyHigh,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Henk Heijnis,LakeSediment,inferred,NA,NA,NA,uncertaintyHigh,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kathryn Taffs,LakeSediment,inferred,NA,NA,NA,uncertaintyHigh,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,John Dodson,LakeSediment,inferred,NA,NA,NA,uncertaintyHigh,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Martijn Woltering,LakeSediment,inferred,NA,NA,NA,uncertaintyLow,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Pia Atahan,LakeSediment,inferred,NA,NA,NA,uncertaintyLow,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,NA,uncertaintyLow,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Henk Heijnis,LakeSediment,inferred,NA,NA,NA,uncertaintyLow,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,Kathryn Taffs,LakeSediment,inferred,NA,NA,NA,uncertaintyLow,degC,NA
"[153.0533, -25.4475, 90]",Temp12k1_0_1,Mackenzie.Woltering.2014.lpd,John Dodson,LakeSediment,inferred,NA,NA,NA,uncertaintyLow,degC,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,T. C. Johnson,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. P. Werne,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,E. T. Brown,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,A. Abbott,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,M. Berke,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,B. A. Steinman,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. Halbur,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Contreras,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Grosshuesch,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,A. Deino,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,C. A. Scholz,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,R. P. Lyons,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Schouten,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. S. Sinninghe Damst̩,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,T. C. Johnson,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. P. Werne,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,E. T. Brown,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,A. Abbott,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,M. Berke,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,B. A. Steinman,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. Halbur,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Contreras,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Grosshuesch,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,A. Deino,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,C. A. Scholz,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,R. P. Lyons,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Schouten,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. S. Sinninghe Damst̩,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,T. C. Johnson,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. P. Werne,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,E. T. Brown,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,A. Abbott,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,M. Berke,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,B. A. Steinman,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. Halbur,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Contreras,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Grosshuesch,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,A. Deino,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,C. A. Scholz,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,R. P. Lyons,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,S. Schouten,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[34.4372, -11.2939, 500]",Temp12k1_0_1,Malawi.Johnson.2016.lpd,J. S. Sinninghe Damst̩,LakeSediment,inferred,NA,NA,Na,smoothedTemp,degC,1
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Jung-Hyun Kim,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Xavier Crosta,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Veronica Willmott,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Hans Renssen,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,J̩R̫Me Bonnin,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Peer Helmke,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Stefan Schouten,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Jaap S. Sinninghe Damst̩,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Jung-Hyun Kim,MarineSediment,inferred,NA,NA,Sea Surface,Subsurface Temperature,degC,1
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Xavier Crosta,MarineSediment,inferred,NA,NA,Sea Surface,Subsurface Temperature,degC,1
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Veronica Willmott,MarineSediment,inferred,NA,NA,Sea Surface,Subsurface Temperature,degC,1
"[138.5572, -66.0512, -746]",Temp12k1_0_1,MD03-2601.Kim.2012.lpd,Hans Renssen,MarineSediment,inferred,NA,NA,Sea Surface,Subsurface Temperature,degC,1
